X,Y,month,day,FFMC,DMC,DC,ISI,temp,humidity,wind,rain,area
2.093303323834225,2.185860680497276,aug,mon,91.1,103.2,638.8,5.8,23.1,31,3.1,0.0,0.0
1.4851036460676266,1.9702560319584705,aug,thu,91.7,114.3,661.3,6.3,18.6,44,4.5,0.0,0.0
2.3293687408618133,1.739561774242933,sep,fri,92.4,117.9,668.0,12.2,23.0,37,4.5,0.0,0.0
2.283063540918419,2.1038214724056594,sep,fri,92.4,117.9,668.0,12.2,19.6,33,5.4,0.0,0.0
2.291398041678644,2.2007751836380396,sep,fri,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,0.0
3.522427915546435,5.41687133346297,mar,fri,91.7,33.3,77.5,9.0,17.2,26,4.5,0.0,0.0
4.513200717063533,5.513201567305834,mar,fri,91.2,48.3,97.8,12.5,15.8,27,7.6,0.0,0.0
3.312044319318517,4.297124694578808,sep,fri,94.3,85.1,692.3,15.9,17.7,37,3.6,0.0,0.0
4.860302422777764,3.545422164195817,mar,fri,91.7,33.3,77.5,9.0,15.6,25,6.3,0.0,0.0
4.305885312282024,3.935735388545524,aug,tue,88.8,147.3,614.5,9.0,17.3,43,4.5,0.0,0.0
5.11644493197463,2.9965910030118073,sep,fri,93.3,141.2,713.9,13.9,27.6,30,1.3,0.0,0.0
8.351666185785088,9.343254705348718,feb,thu,84.2,6.8,26.6,7.7,6.7,79,3.1,0.0,0.0
8.959900713777396,9.159513269080744,feb,fri,86.6,13.2,43.0,5.3,15.7,43,3.1,0.0,0.0
1.4252944828932623,3.025374474812264,mar,mon,87.6,52.2,103.8,5.0,8.3,72,3.1,0.0,0.0
0.6568107957299392,2.722870735625691,aug,fri,90.1,108.0,529.8,12.5,14.7,66,2.7,0.0,0.0
1.6892876368371494,2.7864578829537034,aug,tue,91.0,121.2,561.6,7.0,21.6,19,6.7,0.0,0.0
1.4071245242875594,1.871086917697765,aug,sun,91.4,142.4,601.4,10.6,19.5,39,6.3,0.0,0.0
1.1442831612211264,2.501441074983803,aug,sun,90.2,99.6,631.2,6.3,17.9,44,2.2,0.0,0.0
1.411674129311712,2.1080320003620363,aug,tue,94.8,108.3,647.1,17.0,18.6,51,4.5,0.0,0.0
0.3530255408466748,1.911107487239208,aug,wed,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,0.0
0.39186820255088983,2.596825851794259,aug,thu,91.7,114.3,661.3,6.3,20.2,45,3.6,0.0,0.0
0.9922582151895355,2.599854753380111,sep,thu,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,0.0
0.7761927208501548,2.1757214335404784,sep,thu,92.9,137.0,706.4,9.2,25.4,27,2.2,0.0,0.0
0.3864497307859427,2.502222481259641,sep,thu,92.9,137.0,706.4,9.2,22.4,34,2.2,0.0,0.0
0.6393872426566498,2.0613676893023647,sep,sun,93.5,149.3,728.6,8.1,25.3,36,3.6,0.0,0.0
5.93564937906848,4.500163436702931,mar,sat,91.7,35.8,80.8,7.8,17.4,25,4.9,0.0,0.0
5.904626217370533,4.045553610780669,aug,sat,90.2,96.9,624.2,8.9,14.7,59,5.8,0.0,0.0
7.402165399593812,5.917227748198548,mar,fri,91.7,35.8,80.8,7.8,17.4,24,5.4,0.0,0.0
8.450072752588243,6.092968375852531,aug,sun,92.3,85.3,488.0,14.7,20.8,32,6.3,0.0,0.0
7.821377911753824,6.120227361289445,aug,sun,91.4,142.4,601.4,10.6,18.2,43,4.9,0.0,0.0
7.899191959475016,6.595662808607361,aug,mon,91.1,103.2,638.8,5.8,23.4,22,2.7,0.0,0.0
3.1853041332741596,3.101155396218084,sep,sun,89.7,90.0,704.4,4.8,17.8,64,1.3,0.0,0.0
3.0228972846916355,4.622154947507059,feb,sat,83.9,8.0,30.2,2.6,12.7,48,1.8,0.0,0.0
3.531897332554544,3.8387718914249604,mar,sat,69.0,2.4,15.5,0.7,17.4,24,5.4,0.0,0.0
3.429602709435736,3.4904289471634073,aug,sun,91.4,142.4,601.4,10.6,11.6,87,4.5,0.0,0.0
3.6029513480519064,4.486852062155842,aug,sun,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0
2.2967406388057454,4.144688830942368,aug,sun,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0
3.6730214097654206,3.8908370785755695,aug,tue,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,0.0
2.4192901505630946,3.4939076515050385,aug,tue,94.8,108.3,647.1,17.0,20.1,40,4.0,0.0,0.0
1.4550200949232983,4.138070864562895,sep,sat,92.5,121.1,674.4,8.6,24.1,29,4.5,0.0,0.0
1.9416274076883773,4.044386747371125,jan,sat,82.1,3.7,9.3,2.9,5.3,78,3.1,0.0,0.0
4.027999563304185,5.822523201288975,mar,fri,85.9,19.5,57.3,2.8,12.7,52,6.3,0.0,0.0
4.642742406488768,4.504934967367797,mar,thu,91.4,30.7,74.3,7.5,18.2,29,3.1,0.0,0.0
4.723347852091436,5.500886770376045,aug,sun,90.2,99.6,631.2,6.3,21.4,33,3.1,0.0,0.0
3.679580589953981,5.413139156961024,sep,sat,92.5,88.0,698.6,7.1,20.3,45,3.1,0.0,0.0
4.051077116359029,4.7507210896782635,sep,mon,88.6,91.8,709.9,7.1,17.4,56,5.4,0.0,0.0
4.487574198897793,4.221977069835132,mar,fri,85.9,19.5,57.3,2.8,13.7,43,5.8,0.0,0.0
3.1232313989506544,4.004560923654042,mar,fri,91.7,33.3,77.5,9.0,18.8,18,4.5,0.0,0.0
2.3571601635343926,3.406259269727384,sep,sun,89.7,90.0,704.4,4.8,22.8,39,3.6,0.0,0.0
3.0791723331167695,4.633430321900788,sep,mon,91.8,78.5,724.3,9.2,18.9,35,2.7,0.0,0.0
3.506960795528684,4.146700698975404,mar,tue,88.1,25.7,67.6,3.8,15.8,27,7.6,0.0,0.0
2.5297688842254202,4.773545738126792,mar,tue,88.1,25.7,67.6,3.8,15.5,27,6.3,0.0,0.0
2.6955833903571023,3.3153736286771185,mar,sat,91.7,35.8,80.8,7.8,11.6,30,6.3,0.0,0.0
2.692242554412286,4.027175143447465,mar,sat,91.7,35.8,80.8,7.8,15.2,27,4.9,0.0,0.0
3.4446811870394445,3.791434833346006,mar,mon,90.1,39.7,86.6,6.2,10.6,30,4.0,0.0,0.0
3.720815773870832,3.4439490456673836,aug,thu,93.0,75.3,466.6,7.7,19.6,36,3.1,0.0,0.0
3.5153683359856895,4.7496975669764625,aug,mon,91.5,145.4,608.2,10.7,10.3,74,2.2,0.0,0.0
2.6074646970362285,3.5388676862082225,aug,mon,91.5,145.4,608.2,10.7,17.1,43,5.4,0.0,0.0
2.47532209410733,4.108160438020232,sep,sun,92.4,124.1,680.7,8.5,22.5,42,5.4,0.0,0.0
2.2204033461144905,4.712503611896826,sep,tue,84.4,73.4,671.9,3.2,17.9,45,3.1,0.0,0.0
2.6107732032428683,3.7142229772950293,sep,fri,94.3,85.1,692.3,15.9,19.8,50,5.4,0.0,0.0
2.606454126314598,4.067666509832085,oct,sun,92.6,46.5,691.8,8.8,20.6,24,5.4,0.0,0.0
2.581526800681518,5.2345326041851985,mar,mon,87.6,52.2,103.8,5.0,9.0,49,2.2,0.0,0.0
3.1418301541406106,5.705979091769853,sep,fri,93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,0.0
4.124388266544471,5.63950330326327,oct,wed,91.4,37.9,673.8,5.2,15.9,46,3.6,0.0,0.0
1.2126948627117602,5.743555208112125,oct,sun,92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,0.0
3.732493309074503,6.7511607564477245,feb,sat,68.2,21.5,87.2,0.8,15.4,40,2.7,0.0,0.0
3.8735544332303866,6.689082008223843,mar,mon,87.2,23.9,64.7,4.1,14.0,39,3.1,0.0,0.0
3.4434365172382395,7.036585080531871,mar,sun,89.3,51.3,102.2,9.6,10.6,46,4.9,0.0,0.0
3.576907850820372,6.062402447644249,sep,thu,93.7,80.9,685.2,17.9,17.6,42,3.1,0.0,0.0
2.0861487586393372,4.860015006026453,mar,tue,88.1,25.7,67.6,3.8,14.9,38,2.7,0.0,0.0
3.262826102156326,5.084689296384643,aug,sat,93.5,139.4,594.2,20.3,17.6,52,5.8,0.0,0.0
3.0468355469906605,5.8907586223133155,sep,sun,92.4,124.1,680.7,8.5,17.2,58,1.3,0.0,0.0
3.5621373629981017,5.516211746685918,sep,mon,90.9,126.5,686.5,7.0,15.6,66,3.1,0.0,0.0
8.703993544377697,8.466554771592381,jul,tue,85.8,48.3,313.4,3.9,18.0,42,2.7,0.0,0.36
1.2030504912358575,4.595536371361591,sep,tue,91.0,129.5,692.6,7.0,21.7,38,2.2,0.0,0.43
2.2611432279497405,5.347859905087113,sep,mon,90.9,126.5,686.5,7.0,21.9,39,1.8,0.0,0.47
1.4891768899975062,1.9268777600982627,aug,wed,95.5,99.9,513.3,13.2,23.3,31,4.5,0.0,0.55
7.887178162518211,5.528166788771132,aug,fri,90.1,108.0,529.8,12.5,21.2,51,8.9,0.0,0.61
0.9203996029048307,2.558242882891081,jul,sat,90.0,51.3,296.3,8.7,16.6,53,5.4,0.0,0.71
2.1411180905445475,5.723457564375854,aug,wed,95.5,99.9,513.3,13.2,23.8,32,5.4,0.0,0.77
5.7848186161916315,4.98690633680983,aug,thu,95.2,131.7,578.8,10.4,27.4,22,4.0,0.0,0.9
4.874379313739401,4.583286802915603,mar,mon,90.1,39.7,86.6,6.2,13.2,40,5.4,0.0,0.95
8.663905914047165,3.0387025113445807,sep,tue,84.4,73.4,671.9,3.2,24.2,28,3.6,0.0,0.96
2.3881265638662605,1.912347271077963,aug,tue,94.8,108.3,647.1,17.0,17.4,43,6.7,0.0,1.07
8.750071308703602,5.247460336576176,sep,thu,93.7,80.9,685.2,17.9,23.7,25,4.5,0.0,1.12
5.62315320221252,5.008664247759261,jun,fri,92.5,56.4,433.3,7.1,23.2,39,5.4,0.0,1.19
8.069550427807608,9.21114934748358,jul,sun,90.1,68.6,355.2,7.2,24.8,29,2.2,0.0,1.36
2.5578730304226123,3.746591636232342,jul,sat,90.1,51.2,424.1,6.2,24.6,43,1.8,0.0,1.43
4.631459188443965,4.827632464237945,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,1.46
1.829313059529114,4.785738715009519,sep,sat,93.4,145.4,721.4,8.1,29.6,27,2.7,0.0,1.46
5.921545907596116,4.706456169644954,aug,sun,94.8,108.3,647.1,17.0,16.4,47,1.3,0.0,1.56
2.307488181404082,3.9751447984029475,sep,sat,93.4,145.4,721.4,8.1,28.6,27,2.2,0.0,1.61
1.2373622573736025,1.8217023638561605,aug,wed,92.1,111.2,654.1,9.6,18.4,45,3.6,0.0,1.63
2.1351941151331175,3.667565103537505,aug,wed,92.1,111.2,654.1,9.6,20.5,35,4.0,0.0,1.64
7.212238807831766,3.3936267542697776,sep,fri,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,1.69
7.533297163666162,4.685453857698999,mar,mon,90.1,39.7,86.6,6.2,16.1,29,3.1,0.0,1.75
5.652187598424723,4.162135741829991,aug,thu,95.2,131.7,578.8,10.4,20.3,41,4.0,0.0,1.9
6.156388292224845,3.7981804255022555,mar,sat,90.6,50.1,100.4,7.8,15.2,31,8.5,0.0,1.94
8.359746099875629,5.934363661343369,sep,sat,92.5,121.1,674.4,8.6,17.8,56,1.8,0.0,1.95
7.582889032922199,3.3858494248894186,sep,sun,89.7,90.0,704.4,4.8,17.8,67,2.2,0.0,2.01
6.330599694041415,5.291622000657847,mar,thu,84.9,18.2,55.0,3.0,5.3,70,4.5,0.0,2.14
6.042264976831815,4.689146420658816,aug,wed,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,2.29
5.843460379098674,5.309966058345857,aug,wed,96.0,127.1,570.5,16.5,23.4,33,4.5,0.0,2.51
6.166375473035551,4.909536013444985,mar,fri,91.2,48.3,97.8,12.5,14.6,26,9.4,0.0,2.53
7.6289737560400805,5.674798244733118,aug,thu,95.2,131.7,578.8,10.4,20.7,45,2.2,0.0,2.55
4.7660874154625095,4.21331820033098,sep,wed,92.9,133.3,699.6,9.2,21.9,35,1.8,0.0,2.57
8.207340051427616,6.720840307689775,aug,wed,85.6,90.4,609.6,6.6,17.4,50,4.0,0.0,2.69
6.670664459269052,3.645657557724311,aug,sun,91.4,142.4,601.4,10.6,20.1,39,5.4,0.0,2.74
3.500080228996142,4.904762131864006,sep,mon,90.9,126.5,686.5,7.0,17.7,39,2.2,0.0,3.07
0.864562095340744,4.299105661326316,aug,sat,90.2,96.9,624.2,8.9,14.2,53,1.8,0.0,3.5
0.47212620549394824,4.28047704382131,aug,sat,90.2,96.9,624.2,8.9,20.3,39,4.9,0.0,4.53
5.6708787871512705,4.748440075069722,apr,thu,81.5,9.1,55.2,2.7,5.8,54,5.8,0.0,4.61
1.1971149472188096,5.080005509755611,aug,sun,90.2,99.6,631.2,6.3,19.2,44,2.7,0.0,4.69
1.4801925204939446,5.477051399297058,sep,wed,90.1,82.9,735.7,6.2,18.3,45,2.2,0.0,4.88
8.325919806129782,5.247288926551072,aug,tue,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,5.23
1.255282799863806,3.5313420865160743,sep,sun,92.4,124.1,680.7,8.5,23.9,32,6.7,0.0,5.33
7.996877717110179,6.251819483288234,oct,mon,84.9,32.8,664.2,3.0,19.1,32,4.0,0.0,5.44
5.448900784822894,3.0788009503027145,feb,sun,86.8,15.6,48.3,3.9,12.4,53,2.2,0.0,6.38
7.713864522930395,3.6947825204387,oct,mon,91.7,48.5,696.1,11.1,16.8,45,4.5,0.0,6.83
9.092841029110092,5.959216731147658,aug,fri,93.9,135.7,586.7,15.1,20.8,34,4.9,0.0,6.96
2.3750521192043537,5.319613581896703,sep,tue,91.0,129.5,692.6,7.0,17.6,46,3.1,0.0,7.04
8.239752432623424,4.937172413340975,mar,sun,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,7.19
-0.24049736375103858,5.0890527172142495,sep,mon,90.9,126.5,686.5,7.0,21.0,42,2.2,0.0,7.3
6.454115709339744,3.683764787754109,mar,sat,90.8,41.9,89.4,7.9,13.3,42,0.9,0.0,7.4
6.285301967883027,3.5908535580074035,mar,sun,90.7,44.0,92.4,5.5,11.5,60,4.0,0.0,8.24
6.222206010371996,4.897479805297933,mar,fri,91.2,48.3,97.8,12.5,11.7,33,4.0,0.0,8.31
2.174063011468627,4.204034803326044,aug,thu,95.2,131.7,578.8,10.4,24.2,28,2.7,0.0,8.68
2.7037751605959595,2.2670524231694933,aug,tue,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,8.71
3.8482445573781496,4.916758444616547,sep,wed,92.9,133.3,699.6,9.2,24.3,25,4.0,0.0,9.41
2.7080443919526385,2.8849070902640985,aug,tue,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,10.01
2.608722919457276,5.271174118897891,aug,fri,93.9,135.7,586.7,15.1,23.5,36,5.4,0.0,10.02
5.3487483272787,4.806502067017491,apr,thu,81.5,9.1,55.2,2.7,5.8,54,5.8,0.0,10.93
4.117123817146641,4.946696787632118,sep,thu,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,11.06
3.584560961495423,3.987666381385769,sep,tue,91.0,129.5,692.6,7.0,13.9,59,6.3,0.0,11.24
2.040350252893892,4.517825180346762,sep,mon,63.5,70.8,665.3,0.8,22.6,38,3.6,0.0,11.32
0.07044340715174535,5.570561541703341,sep,tue,91.0,129.5,692.6,7.0,21.6,33,2.2,0.0,11.53
6.0583352669271635,5.514930294943277,mar,sun,90.1,37.6,83.7,7.2,12.4,54,3.6,0.0,12.1
7.0155466318092055,4.635403730654839,feb,sun,83.9,8.7,32.1,2.1,8.8,68,2.2,0.0,13.05
8.452897054628972,6.318968418930841,oct,wed,91.4,37.9,673.8,5.2,20.2,37,2.7,0.0,13.7
4.767907358097589,6.504345679413216,mar,sat,90.6,50.1,100.4,7.8,15.1,64,4.0,0.0,13.99
4.080507487605517,4.181908569010526,sep,thu,92.9,137.0,706.4,9.2,22.1,34,1.8,0.0,14.57
1.6029783509683386,1.8342573544776648,aug,sat,93.5,139.4,594.2,20.3,22.9,31,7.2,0.0,15.45
7.006532438226556,4.546373833359193,sep,tue,91.0,129.5,692.6,7.0,20.7,37,2.2,0.0,17.2
6.322575177354388,5.103147022665923,sep,fri,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,19.23
7.6895861165412125,2.8873271300898447,sep,thu,93.7,80.9,685.2,17.9,23.2,26,4.9,0.0,23.41
4.508371909957919,4.500300459815254,oct,sat,90.6,43.7,686.9,6.7,18.4,25,3.1,0.0,24.23
6.756461014899273,4.259196375706905,aug,sat,93.5,139.4,594.2,20.3,5.1,96,5.8,0.0,26.0
6.88894456328205,4.365445730318896,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,26.13
7.853389387427549,3.122590863452711,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,27.35
3.247782941500073,3.829207435750722,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66
3.8377162489667844,4.070300339214395,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66
3.6133416777129823,3.4280658258056818,sep,sun,92.4,124.1,680.7,8.5,16.9,60,1.3,0.0,29.48
0.7357563672992306,2.842886047244804,sep,mon,88.6,91.8,709.9,7.1,12.4,73,6.3,0.0,30.32
3.479867145725052,5.6362162211305025,sep,wed,92.9,133.3,699.6,9.2,19.4,19,1.3,0.0,31.72
6.309395511361775,5.204380899016016,mar,mon,90.1,39.7,86.6,6.2,15.2,27,3.1,0.0,31.86
8.020882348056935,5.182623335673988,aug,sun,90.2,99.6,631.2,6.3,16.2,59,3.1,0.0,32.07
3.543067801154389,4.607722395232924,sep,fri,93.3,141.2,713.9,13.9,18.6,49,3.6,0.0,35.88
4.554574772376792,3.2866233204291495,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,36.85
2.508406774813782,1.6359849249945224,jul,fri,88.3,150.3,309.9,6.8,13.4,79,3.6,0.0,37.02
7.536030648026751,3.9506271416038277,sep,wed,90.1,82.9,735.7,6.2,15.4,57,4.5,0.0,37.71
4.419412684700099,4.0190394034097805,sep,sun,93.5,149.3,728.6,8.1,22.9,39,4.9,0.0,48.55
7.436317268181279,5.033775216775719,oct,mon,91.7,48.5,696.1,11.1,16.1,44,4.0,0.0,49.37
8.56678532317848,5.62987589604421,aug,sat,92.2,81.8,480.8,11.9,20.1,34,4.5,0.0,58.3
4.21659420493025,6.389636421196046,sep,sun,93.5,149.3,728.6,8.1,28.3,26,3.1,0.0,64.1
7.853864388113522,6.125146504058218,aug,sat,92.2,81.8,480.8,11.9,16.4,43,4.0,0.0,71.3
4.480765237735119,4.377630114383374,sep,wed,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,88.49
0.38871160232099133,5.221566945504172,sep,sun,93.5,149.3,728.6,8.1,27.8,27,3.1,0.0,95.18
6.5556366624682525,4.044008971865372,sep,tue,91.0,129.5,692.6,7.0,18.7,43,2.7,0.0,103.39
8.457160758580597,4.815581869599264,sep,tue,84.4,73.4,671.9,3.2,24.3,36,3.1,0.0,105.66
4.865286146598666,4.841101182747303,sep,sat,92.5,121.1,674.4,8.6,17.7,25,3.1,0.0,154.88
8.680886197077964,5.818207892257188,aug,sun,91.4,142.4,601.4,10.6,19.6,41,5.8,0.0,196.48
2.5495324641714006,1.6168063981527663,sep,sat,92.5,121.1,674.4,8.6,18.2,46,1.8,0.0,200.94
1.9446420561413722,1.5475331292121786,sep,tue,91.0,129.5,692.6,7.0,18.8,40,2.2,0.0,212.88
5.664917373029648,4.6549218138897,sep,sat,92.5,121.1,674.4,8.6,25.1,27,4.0,0.0,1090.84
5.647242899715884,4.945340577521594,apr,sun,81.9,3.0,7.9,3.5,13.4,75,1.8,0.0,0.0
5.451716787656917,2.4258711715236925,apr,wed,88.0,17.2,43.5,3.8,15.2,51,2.7,0.0,0.0
3.712153663122417,4.739131334148285,apr,fri,83.0,23.3,85.3,2.3,16.7,20,3.1,0.0,0.0
2.581640914360699,4.267486479201908,aug,sun,94.2,122.3,589.9,12.9,15.4,66,4.0,0.0,10.13
7.211333231674925,3.7440544660905184,aug,sun,91.8,175.1,700.7,13.8,21.9,73,7.6,1.0,0.0
1.0048452383467164,4.299565070900975,aug,sun,91.8,175.1,700.7,13.8,22.4,54,7.6,0.0,2.87
